Month Landed,Port of Landing,Port NUTS 2 area,Port Nationality,Vessel Nationality,Length Group,Species,Species Group,Live weight (tonnes),Landed weight (tonnes),Value(£000s)
7,Kinlochbervie,Highlands and Islands,Scotland,UK,Over10m,Brill,Demersal,0.0207,0.019,54.99
7,Kinlochbervie,Highlands and Islands,Scotland,UK,Over10m,Cod,Demersal,48.0796,40.9691,106551.2
7,Kinlochbervie,Highlands and Islands,Scotland,UK,Over10m,Crabs,Shellfish,37.1317,37.1317,90053.92
7,Kinlochbervie,Highlands and Islands,Scotland,UK,Over10m,Dogfish,Demersal,2.96,2.96,769.6
7,Kinlochbervie,Highlands and Islands,Scotland,UK,Over10m,Gurnard,Demersal,0.27,0.27,0
7,Kinlochbervie,Highlands and Islands,Scotland,UK,Over10m,Haddock,Demersal,41.5897,35.7375,61147.63
7,Kinlochbervie,Highlands and Islands,Scotland,UK,Over10m,Hake,Demersal,4.5678,4.1152,6800.98
7,Kinlochbervie,Highlands and Islands,Scotland,UK,Over10m,Halibut,Demersal,0.3241,0.3,2215.57
7,Kinlochbervie,Highlands and Islands,Scotland,UK,Over10m,Lemon Sole,Demersal,5.3981,5.1409,17962.83
7,Kinlochbervie,Highlands and Islands,Scotland,UK,Over10m,Ling,Demersal,14.198,12.447,14725.84
7,Kinlochbervie,Highlands and Islands,Scotland,UK,Over10m,Lobsters,Shellfish,0.1341,0.1341,1897.52
7,Kinlochbervie,Highlands and Islands,Scotland,UK,Over10m,Megrim,Demersal,19.6972,18.5821,53760.87
7,Kinlochbervie,Highlands and Islands,Scotland,UK,Over10m,Monks or Anglers,Demersal,33.167,27.1973,100876.28
7,Kinlochbervie,Highlands and Islands,Scotland,UK,Over10m,Nephrops,Shellfish,12.0706,7.5766,33978.72
7,Kinlochbervie,Highlands and Islands,Scotland,UK,Over10m,Other Demersal,Demersal,106.1644,92.0052,142723.16
7,Kinlochbervie,Highlands and Islands,Scotland,UK,Over10m,Plaice,Demersal,4.2693,4.0661,6501.18
7,Kinlochbervie,Highlands and Islands,Scotland,UK,Over10m,Pollack (Lythe),Demersal,2.1339,1.8239,5863.02
7,Kinlochbervie,Highlands and Islands,Scotland,UK,Over10m,Saithe,Demersal,30.1757,25.2922,15294.57
7,Kinlochbervie,Highlands and Islands,Scotland,UK,Over10m,Scallops,Shellfish,6.454,6.454,16658.91
7,Kinlochbervie,Highlands and Islands,Scotland,UK,Over10m,Skates and Rays,Demersal,6.7554,5.9779,5135.21
7,Kinlochbervie,Highlands and Islands,Scotland,UK,Over10m,Sole,Demersal,0.1019,0.098,748.82
7,Kinlochbervie,Highlands and Islands,Scotland,UK,Over10m,Squid,Shellfish,0.1961,0.1961,1037.05
7,Kinlochbervie,Highlands and Islands,Scotland,UK,Over10m,Turbot,Demersal,0.446,0.4087,3278.8
7,Kinlochbervie,Highlands and Islands,Scotland,UK,Over10m,Whiting,Demersal,1.9348,1.655,2159.19
7,Kinlochbervie,Highlands and Islands,Scotland,UK,Over10m,Witch,Demersal,0.3552,0.3349,261.25
7,Kircubbin,Northern Ireland,Northern Ireland,UK,10m&Under,Nephrops,Shellfish,2.347,2.347,15540.5
7,Kirkcaldy,Eastern Scotland,Scotland,UK,10m&Under,Crabs,Shellfish,0.15,0.15,385.28
7,Kirkcaldy,Eastern Scotland,Scotland,UK,10m&Under,Lobsters,Shellfish,0.079,0.079,1117.85
7,Kirkcudbright,South Western Scotland,Scotland,UK,Over10m,Brill,Demersal,0.0084,0.0084,138.86
7,Kirkcudbright,South Western Scotland,Scotland,UK,Over10m,Hake,Demersal,0.001,0.001,2.1
7,Kirkcudbright,South Western Scotland,Scotland,UK,Over10m,Nephrops,Shellfish,0.0444,0.0444,234.19
7,Kirkcudbright,South Western Scotland,Scotland,UK,Over10m,Plaice,Demersal,0.0385,0.0385,89.79
7,Kirkcudbright,South Western Scotland,Scotland,UK,Over10m,Scallops,Shellfish,4.169,4.169,8107.23
7,Kirkcudbright,South Western Scotland,Scotland,UK,Over10m,Skates and Rays,Demersal,0.0363,0.0363,59.21
7,Kirkcudbright,South Western Scotland,Scotland,UK,Over10m,Sole,Demersal,0.0069,0.0069,104.12
7,Kirkcudbright,South Western Scotland,Scotland,UK,Over10m,Whelks,Shellfish,10.464,10.464,12766.08
7,Kirkwall,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,2.377,2.377,6516.69
7,Kirkwall,Highlands and Islands,Scotland,UK,10m&Under,Haddock,Demersal,0.05,0.05,51
7,Kirkwall,Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.1008,0.1008,1295.24
7,Kirkwall,Highlands and Islands,Scotland,UK,10m&Under,Mackerel,Pelagic,0.505,0.505,611.05
7,Kirkwall,Highlands and Islands,Scotland,UK,10m&Under,Nephrops,Shellfish,0.637,0.557,4713.46
7,Kirkwall,Highlands and Islands,Scotland,UK,10m&Under,Scallops,Shellfish,13.7585,13.7585,44833.59
7,Kirkwall,Highlands and Islands,Scotland,UK,10m&Under,Whelks,Shellfish,1.105,1.105,1348.1
7,Kirkwall,Highlands and Islands,Scotland,UK,Over10m,Crabs,Shellfish,15.4904,15.4904,38219.34
7,Kirkwall,Highlands and Islands,Scotland,UK,Over10m,Lobsters,Shellfish,0.2337,0.2337,3305.44
7,Kirkwall,Highlands and Islands,Scotland,UK,Over10m,Scallops,Shellfish,11.2681,11.2681,38858.5
7,Kirkwall,Highlands and Islands,Scotland,UK,Over10m,Whelks,Shellfish,6.164,6.164,7520.08
7,Kyle,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,0.548,0.548,1585.8
7,Kyle,Highlands and Islands,Scotland,UK,10m&Under,Nephrops,Shellfish,11.4095,10.1827,67448.93
7,Kyle,Highlands and Islands,Scotland,UK,10m&Under,Other Demersal,Demersal,0.1547,0.1547,4986.69
7,Kyle,Highlands and Islands,Scotland,UK,10m&Under,Scallops,Shellfish,1.713,1.713,4282.5
7,Kyle,Highlands and Islands,Scotland,UK,Over10m,Nephrops,Shellfish,8.6977,5.8373,28178.47
7,Kyles Of Bute,Highlands and Islands,Scotland,UK,10m&Under,Nephrops,Shellfish,0.6156,0.6156,3637.64
7,Kylesku,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,0.1132,0.1132,278.47
7,Kylesku,Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.0035,0.0035,49.53
7,Kylesku,Highlands and Islands,Scotland,UK,10m&Under,Nephrops,Shellfish,0.8141,0.8141,9329.67
7,Kylesku,Highlands and Islands,Scotland,UK,Over10m,Nephrops,Shellfish,1.7362,1.7362,10259.46
7,Langstone Harbour,"Surrey, East and West Sussex",England,UK,10m&Under,Bass,Demersal,0.004,0.004,39.04
7,Langstone Harbour,"Surrey, East and West Sussex",England,UK,10m&Under,Crabs,Shellfish,0.5014,0.5014,1752.05
7,Langstone Harbour,"Surrey, East and West Sussex",England,UK,10m&Under,Cuttlefish,Shellfish,0.0168,0.0168,68.02
7,Langstone Harbour,"Surrey, East and West Sussex",England,UK,10m&Under,Lobsters,Shellfish,0.0717,0.0717,1074.68
7,Langstone Harbour,"Surrey, East and West Sussex",England,UK,10m&Under,Mackerel,Pelagic,0.0077,0.0077,3.85
7,Langstone Harbour,"Surrey, East and West Sussex",England,UK,10m&Under,Other Demersal,Demersal,0.0965,0.0965,139.44
7,Largs,South Western Scotland,Scotland,UK,10m&Under,Nephrops,Shellfish,18.3071,14.7862,77576.32
7,Largs,South Western Scotland,Scotland,UK,Over10m,Nephrops,Shellfish,24.9798,14.9396,76730.63
7,Latheronwheel,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,0.0785,0.0785,207.96
7,Latheronwheel,Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.034,0.034,481.12
7,Leigh-On-Sea,Essex,England,UK,10m&Under,Bass,Demersal,0.01,0.01,87.49
7,Leigh-On-Sea,Essex,England,UK,10m&Under,Cockles,Shellfish,88.363,88.363,65438.25
7,Leigh-On-Sea,Essex,England,UK,10m&Under,Gurnard,Demersal,0.0007,0.0007,0.84
7,Leigh-On-Sea,Essex,England,UK,10m&Under,Mullet,Demersal,0.1098,0.1098,227.12
7,Leigh-On-Sea,Essex,England,UK,10m&Under,Other Demersal,Demersal,0.0781,0.0572,25.23
7,Leigh-On-Sea,Essex,England,UK,10m&Under,Skates and Rays,Demersal,0.0153,0.0073,24.81
7,Leigh-On-Sea,Essex,England,UK,10m&Under,Sole,Demersal,0.105,0.1011,900.61
7,Leigh-On-Sea,Essex,England,UK,Over10m,Cockles,Shellfish,1295.81,1295.81,781812.6
7,Lerwick,Highlands and Islands,Scotland,Denmark,Over10m,Herring,Pelagic,1891.013,1891.013,695434
7,Lerwick,Highlands and Islands,Scotland,France,Over10m,Haddock,Demersal,1.6569,1.4165,2620.67
7,Lerwick,Highlands and Islands,Scotland,France,Over10m,Hake,Demersal,29.5691,26.1671,60578.8
7,Lerwick,Highlands and Islands,Scotland,France,Over10m,Ling,Demersal,23.8376,20.9102,35128.86
7,Lerwick,Highlands and Islands,Scotland,France,Over10m,Pollack (Lythe),Demersal,0.45,0.3584,642.81
7,Lerwick,Highlands and Islands,Scotland,France,Over10m,Saithe,Demersal,9.152,7.6906,5998.6
7,Lerwick,Highlands and Islands,Scotland,France,Over10m,Whiting,Demersal,0.4971,0.4216,682.62
7,Lerwick,Highlands and Islands,Scotland,UK,10m&Under,Cod,Demersal,7.6831,6.5089,17228.08
7,Lerwick,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,1.9205,1.9205,4988.07
7,Lerwick,Highlands and Islands,Scotland,UK,10m&Under,Haddock,Demersal,2.3844,2.231,3962.14
7,Lerwick,Highlands and Islands,Scotland,UK,10m&Under,Hake,Demersal,0.0044,0.004,3
7,Lerwick,Highlands and Islands,Scotland,UK,10m&Under,Halibut,Demersal,0.0022,0.002,10.36
7,Lerwick,Highlands and Islands,Scotland,UK,10m&Under,Lemon Sole,Demersal,0.5185,0.4935,1657.47
7,Lerwick,Highlands and Islands,Scotland,UK,10m&Under,Ling,Demersal,0.2847,0.277,428.96
7,Lerwick,Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.5858,0.5858,7015.59
7,Lerwick,Highlands and Islands,Scotland,UK,10m&Under,Mackerel,Pelagic,22.7322,22.053,30066.71
7,Lerwick,Highlands and Islands,Scotland,UK,10m&Under,Monks or Anglers,Demersal,1.6118,1.321,2960.25
7,Lerwick,Highlands and Islands,Scotland,UK,10m&Under,Plaice,Demersal,1.0168,0.982,1854.82
7,Lerwick,Highlands and Islands,Scotland,UK,10m&Under,Pollack (Lythe),Demersal,0.2475,0.213,865.81
7,Lerwick,Highlands and Islands,Scotland,UK,10m&Under,Saithe,Demersal,2.3078,2.026,1125.7
7,Lerwick,Highlands and Islands,Scotland,UK,10m&Under,Skates and Rays,Demersal,1.686,1.499,1565.94
7,Lerwick,Highlands and Islands,Scotland,UK,10m&Under,Squid,Shellfish,6.8575,6.8575,37979.17
7,Lerwick,Highlands and Islands,Scotland,UK,10m&Under,Whelks,Shellfish,4.183,4.183,5103.26
7,Lerwick,Highlands and Islands,Scotland,UK,10m&Under,Whiting,Demersal,0.191,0.191,240.66
7,Lerwick,Highlands and Islands,Scotland,UK,Over10m,Brill,Demersal,0.0362,0.0331,210.11
7,Lerwick,Highlands and Islands,Scotland,UK,Over10m,Cod,Demersal,192.5849,164.6032,440317.6
7,Lerwick,Highlands and Islands,Scotland,UK,Over10m,Gurnard,Demersal,0.01,0.01,3.3
7,Lerwick,Highlands and Islands,Scotland,UK,Over10m,Haddock,Demersal,147.5291,126.8164,232493.58
7,Lerwick,Highlands and Islands,Scotland,UK,Over10m,Hake,Demersal,40.837,36.7905,74032.85
7,Lerwick,Highlands and Islands,Scotland,UK,Over10m,Halibut,Demersal,2.7188,2.5172,20279.25
7,Lerwick,Highlands and Islands,Scotland,UK,Over10m,Herring,Pelagic,3003.9114,3003.9114,1132962.85
7,Lerwick,Highlands and Islands,Scotland,UK,Over10m,Lemon Sole,Demersal,6.6431,6.326,23322.51
7,Lerwick,Highlands and Islands,Scotland,UK,Over10m,Ling,Demersal,59.2138,51.9426,67589.48
7,Lerwick,Highlands and Islands,Scotland,UK,Over10m,Megrim,Demersal,59.7722,56.4066,176535.57
7,Lerwick,Highlands and Islands,Scotland,UK,Over10m,Monks or Anglers,Demersal,84.4885,69.2527,252243.95
7,Lerwick,Highlands and Islands,Scotland,UK,Over10m,Nephrops,Shellfish,0.1469,0.1469,940.5
7,Lerwick,Highlands and Islands,Scotland,UK,Over10m,Other Demersal,Demersal,17.8637,15.3796,23105.32
7,Lerwick,Highlands and Islands,Scotland,UK,Over10m,Plaice,Demersal,18.7827,17.8883,34047.13
7,Lerwick,Highlands and Islands,Scotland,UK,Over10m,Pollack (Lythe),Demersal,6.281,5.3681,21073.75
7,Lerwick,Highlands and Islands,Scotland,UK,Over10m,Saithe,Demersal,121.5322,102.1305,88240.88
7,Lerwick,Highlands and Islands,Scotland,UK,Over10m,Scallops,Shellfish,14.083,14.083,33622.61
7,Lerwick,Highlands and Islands,Scotland,UK,Over10m,Skates and Rays,Demersal,5.5813,4.9393,4555.58
7,Lerwick,Highlands and Islands,Scotland,UK,Over10m,Squid,Shellfish,4.735,4.735,35746.67
7,Lerwick,Highlands and Islands,Scotland,UK,Over10m,Turbot,Demersal,0.5838,0.5355,5294.46
7,Lerwick,Highlands and Islands,Scotland,UK,Over10m,Whiting,Demersal,48.7295,46.0149,58132.68
7,Lerwick,Highlands and Islands,Scotland,UK,Over10m,Witch,Demersal,5.1131,4.8238,7055.62
7,Leverburgh,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,9.7404,9.6852,23999.58
7,Leverburgh,Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,1.7781,1.7781,24808.44
7,Leverburgh,Highlands and Islands,Scotland,UK,10m&Under,Nephrops,Shellfish,2.2285,2.2285,14031.28
7,Little Loch Broom,Highlands and Islands,Scotland,UK,10m&Under,Nephrops,Shellfish,0.189,0.189,1116.99
7,Littlehampton,"Surrey, East and West Sussex",England,UK,10m&Under,Bass,Demersal,0.0594,0.0594,524
7,Littlehampton,"Surrey, East and West Sussex",England,UK,10m&Under,Bream,Demersal,0.0057,0.0057,14.25
7,Littlehampton,"Surrey, East and West Sussex",England,UK,10m&Under,Crabs,Shellfish,1.1253,1.1253,2166.86
7,Littlehampton,"Surrey, East and West Sussex",England,UK,10m&Under,Lobsters,Shellfish,0.1648,0.1648,1825.1
7,Littlehampton,"Surrey, East and West Sussex",England,UK,10m&Under,Other Demersal,Demersal,0.0633,0.0477,115.1
7,Littlehampton,"Surrey, East and West Sussex",England,UK,10m&Under,Skates and Rays,Demersal,0.0024,0.0011,2.75
7,Littlehampton,"Surrey, East and West Sussex",England,UK,10m&Under,Whelks,Shellfish,0.578,0.578,722.5
7,Liverpool,Merseyside,England,UK,10m&Under,Bass,Demersal,0.1013,0.1013,995.9
7,Liverpool,Merseyside,England,UK,10m&Under,Other Demersal,Demersal,0.2,0.2,100
7,Liverpool,Merseyside,England,UK,10m&Under,Plaice,Demersal,0.1565,0.1565,297.8
7,Liverpool,Merseyside,England,UK,10m&Under,Sole,Demersal,0.1242,0.1207,1539.76
7,Llanelli,West Wales and the Valleys,Wales,UK,10m&Under,Bass,Demersal,0.827,0.827,8119.16
7,Llanelli,West Wales and the Valleys,Wales,UK,10m&Under,Bream,Demersal,0.0004,0.0004,1.35
7,Llanelli,West Wales and the Valleys,Wales,UK,10m&Under,Mullet,Demersal,0.0645,0.0645,125.24
7,Llanelli,West Wales and the Valleys,Wales,UK,10m&Under,Sole,Demersal,0.0006,0.0006,2.34
7,Loch Buie (Mull),Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,0.1028,0.1028,272.03
7,Loch Buie (Mull),Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.353,0.353,4994.95
7,Loch Buie (Mull),Highlands and Islands,Scotland,UK,10m&Under,Nephrops,Shellfish,0.066,0.066,390.06
7,Loch Carnan,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,0.01,0.01,26.8
7,Loch Carnan,Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.3704,0.3704,5241.16
7,Loch Carnan,Highlands and Islands,Scotland,UK,10m&Under,Nephrops,Shellfish,0.3888,0.3888,2297.81
7,Loch Carnan,Highlands and Islands,Scotland,UK,Over10m,Scallops,Shellfish,3.7767,3.7767,9612.04
7,Loch Glendcoul -Culkein,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,1.763,1.763,4383.4
7,Loch Glendcoul -Culkein,Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.1543,0.1543,2180.53
7,Loch Glendcoul -Culkein,Highlands and Islands,Scotland,UK,10m&Under,Nephrops,Shellfish,0.1968,0.1968,1163.09
7,Loch Glendcoul -Culkein,Highlands and Islands,Scotland,UK,10m&Under,Other Shellfish,Shellfish,0.0882,0.0882,2407.86
7,Lochboisdale,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,4.114,4.114,10075.68
7,Lochboisdale,Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,2.1049,2.1049,29782.95
7,Lochboisdale,Highlands and Islands,Scotland,UK,10m&Under,Nephrops,Shellfish,0.3933,0.3933,2324.11
7,Lochboisdale,Highlands and Islands,Scotland,UK,10m&Under,Other Demersal,Demersal,0.4249,0.4249,20282.26
7,Lochboisdale,Highlands and Islands,Scotland,UK,Over10m,Cod,Demersal,0.007,0.006,5.99
7,Lochboisdale,Highlands and Islands,Scotland,UK,Over10m,Crabs,Shellfish,2.6746,2.6746,6582.46
7,Lochboisdale,Highlands and Islands,Scotland,UK,Over10m,Haddock,Demersal,0.433,0.37,323.76
7,Lochboisdale,Highlands and Islands,Scotland,UK,Over10m,Hake,Demersal,0.0044,0.0041,4
7,Lochboisdale,Highlands and Islands,Scotland,UK,Over10m,Lemon Sole,Demersal,0.0116,0.011,27.5
7,Lochboisdale,Highlands and Islands,Scotland,UK,Over10m,Ling,Demersal,0.0205,0.0179,18
7,Lochboisdale,Highlands and Islands,Scotland,UK,Over10m,Lobsters,Shellfish,0.4911,0.4911,6950.49
7,Lochboisdale,Highlands and Islands,Scotland,UK,Over10m,Megrim,Demersal,0.036,0.0339,16.99
7,Lochboisdale,Highlands and Islands,Scotland,UK,Over10m,Monks or Anglers,Demersal,0.3928,0.322,1060.21
7,Lochboisdale,Highlands and Islands,Scotland,UK,Over10m,Nephrops,Shellfish,2.95,2.424,13279.83
7,Lochboisdale,Highlands and Islands,Scotland,UK,Over10m,Plaice,Demersal,0.0053,0.0049,5.01
7,Lochboisdale,Highlands and Islands,Scotland,UK,Over10m,Saithe,Demersal,0.0119,0.0101,5.99
7,Lochboisdale,Highlands and Islands,Scotland,UK,Over10m,Sole,Demersal,0.0031,0.003,12
7,Lochboisdale,Highlands and Islands,Scotland,UK,Over10m,Turbot,Demersal,0.0075,0.007,36.31
7,Lochboisdale,Highlands and Islands,Scotland,UK,Over10m,Whiting,Demersal,0.04,0.04,20
7,Lochboisdale,Highlands and Islands,Scotland,UK,Over10m,Witch,Demersal,0.053,0.05,38
7,Lochinver,Highlands and Islands,Scotland,France,Over10m,Haddock,Demersal,0.0234,0.02,37
7,Lochinver,Highlands and Islands,Scotland,France,Over10m,Hake,Demersal,245.6999,219.6663,485181.62
7,Lochinver,Highlands and Islands,Scotland,France,Over10m,Ling,Demersal,91.596,80.3476,134984.42
7,Lochinver,Highlands and Islands,Scotland,France,Over10m,Megrim,Demersal,0.7442,0.7022,2169.15
7,Lochinver,Highlands and Islands,Scotland,France,Over10m,Monks or Anglers,Demersal,1.4445,1.1845,3908.68
7,Lochinver,Highlands and Islands,Scotland,France,Over10m,Other Demersal,Demersal,2.8369,2.7902,1760.09
7,Lochinver,Highlands and Islands,Scotland,France,Over10m,Pollack (Lythe),Demersal,0.0211,0.018,58.5
7,Lochinver,Highlands and Islands,Scotland,France,Over10m,Saithe,Demersal,110.8998,93.1928,72690.57
7,Lochinver,Highlands and Islands,Scotland,France,Unknown,Cod,Demersal,12.98,11.0942,29067.38
7,Lochinver,Highlands and Islands,Scotland,France,Unknown,Haddock,Demersal,3.6707,3.1376,5804.27
7,Lochinver,Highlands and Islands,Scotland,France,Unknown,Hake,Demersal,42.9273,38.6734,82374.91
7,Lochinver,Highlands and Islands,Scotland,France,Unknown,Halibut,Demersal,0.0634,0.0588,443.25
7,Lochinver,Highlands and Islands,Scotland,France,Unknown,Lemon Sole,Demersal,0.0257,0.0245,91.42
7,Lochinver,Highlands and Islands,Scotland,France,Unknown,Ling,Demersal,19.351,16.9745,28517.27
7,Lochinver,Highlands and Islands,Scotland,France,Unknown,Megrim,Demersal,2.4745,2.334,7212.99
7,Lochinver,Highlands and Islands,Scotland,France,Unknown,Monks or Anglers,Demersal,59.2999,48.6056,160400.49
7,Lochinver,Highlands and Islands,Scotland,France,Unknown,Other Demersal,Demersal,332.4226,282.1746,390254.81
7,Lochinver,Highlands and Islands,Scotland,France,Unknown,Saithe,Demersal,275.8824,231.8333,180830.11
7,Lochinver,Highlands and Islands,Scotland,France,Unknown,Skates and Rays,Demersal,10.2471,7.9038,8220.24
7,Lochinver,Highlands and Islands,Scotland,France,Unknown,Witch,Demersal,0.3975,0.3749,322.51
7,Lochinver,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,1.1513,1.1513,2866.07
7,Lochinver,Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.1329,0.1329,1880.55
7,Lochinver,Highlands and Islands,Scotland,UK,10m&Under,Nephrops,Shellfish,1.1307,1.1307,6683.31
7,Lochinver,Highlands and Islands,Scotland,UK,Over10m,Crabs,Shellfish,1.2221,1.2221,3006.24
7,Lochinver,Highlands and Islands,Scotland,UK,Over10m,Hake,Demersal,28.7027,26.4057,57626.58
7,Lochinver,Highlands and Islands,Scotland,UK,Over10m,Ling,Demersal,27.6805,24.2809,39960.83
7,Lochinver,Highlands and Islands,Scotland,UK,Over10m,Nephrops,Shellfish,26.4915,15.7549,79525.45
7,Lochinver,Highlands and Islands,Scotland,UK,Over10m,Other Demersal,Demersal,0.3188,0.315,35.28
7,Lochmaddy,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,0.097,0.097,238.62
7,Lochmaddy,Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.454,0.454,6424.1
7,Lochmaddy,Highlands and Islands,Scotland,UK,10m&Under,Nephrops,Shellfish,1.3932,1.3932,8232.64
7,Lochmaddy,Highlands and Islands,Scotland,UK,10m&Under,Other Demersal,Demersal,0.09,0.09,8454.59
7,Lochs,Highlands and Islands,Scotland,UK,10m&Under,Crabs,Shellfish,3.307,3.307,7880.14
7,Lochs,Highlands and Islands,Scotland,UK,10m&Under,Lobsters,Shellfish,0.1203,0.1203,1633.46
7,Lochs,Highlands and Islands,Scotland,UK,10m&Under,Nephrops,Shellfish,0.0564,0.0564,548.9
7,Lochs,Highlands and Islands,Scotland,UK,10m&Under,Other Demersal,Demersal,0.041,0.041,2159.63
7,Looe,Cornwall and Isles of Scilly,England,UK,10m&Under,Bass,Demersal,0.9724,0.9724,10761.97
7,Looe,Cornwall and Isles of Scilly,England,UK,10m&Under,Bream,Demersal,0.0122,0.0122,142.53
7,Looe,Cornwall and Isles of Scilly,England,UK,10m&Under,Brill,Demersal,0.0645,0.0604,624.75
7,Looe,Cornwall and Isles of Scilly,England,UK,10m&Under,Cod,Demersal,0.0868,0.0748,363.57
7,Looe,Cornwall and Isles of Scilly,England,UK,10m&Under,Crabs,Shellfish,13.0701,11.2218,27058.88
7,Looe,Cornwall and Isles of Scilly,England,UK,10m&Under,Cuttlefish,Shellfish,0.0019,0.0019,8.67
7,Looe,Cornwall and Isles of Scilly,England,UK,10m&Under,Dogfish,Demersal,0.0076,0.0057,18.15
7,Looe,Cornwall and Isles of Scilly,England,UK,10m&Under,Gurnard,Demersal,0.0519,0.0519,148.4
7,Looe,Cornwall and Isles of Scilly,England,UK,10m&Under,Haddock,Demersal,0.515,0.4412,1578.71
7,Looe,Cornwall and Isles of Scilly,England,UK,10m&Under,Hake,Demersal,0.0325,0.0295,93.94
7,Looe,Cornwall and Isles of Scilly,England,UK,10m&Under,Lemon Sole,Demersal,0.3922,0.3755,2540.01
7,Looe,Cornwall and Isles of Scilly,England,UK,10m&Under,Ling,Demersal,0.184,0.1625,536.87
7,Looe,Cornwall and Isles of Scilly,England,UK,10m&Under,Lobsters,Shellfish,0.9212,0.9212,9875.36
7,Looe,Cornwall and Isles of Scilly,England,UK,10m&Under,Mackerel,Pelagic,1.9065,1.9065,3991.89
7,Looe,Cornwall and Isles of Scilly,England,UK,10m&Under,Megrim,Demersal,0.0845,0.0802,143.36
7,Looe,Cornwall and Isles of Scilly,England,UK,10m&Under,Monks or Anglers,Demersal,3.4198,1.1952,11658.06
7,Looe,Cornwall and Isles of Scilly,England,UK,10m&Under,Mullet,Demersal,0.1053,0.1053,1031.98
7,Looe,Cornwall and Isles of Scilly,England,UK,10m&Under,Other Demersal,Demersal,0.6282,0.5553,3917.17
7,Looe,Cornwall and Isles of Scilly,England,UK,10m&Under,Other Pelagic,Pelagic,0.1589,0.1589,63.86
7,Looe,Cornwall and Isles of Scilly,England,UK,10m&Under,Other Shellfish,Shellfish,0.0081,0.0081,18.55
7,Looe,Cornwall and Isles of Scilly,England,UK,10m&Under,Plaice,Demersal,1.0928,1.041,3407.37
7,Looe,Cornwall and Isles of Scilly,England,UK,10m&Under,Pollack (Lythe),Demersal,2.2003,1.8831,8025.85
7,Looe,Cornwall and Isles of Scilly,England,UK,10m&Under,Saithe,Demersal,0.0028,0.0024,3.72
7,Looe,Cornwall and Isles of Scilly,England,UK,10m&Under,Scallops,Shellfish,0.0002,0.0002,0.16
7,Looe,Cornwall and Isles of Scilly,England,UK,10m&Under,Skates and Rays,Demersal,0.2707,0.1403,395.23
7,Looe,Cornwall and Isles of Scilly,England,UK,10m&Under,Sole,Demersal,1.3083,1.2611,20539.17
7,Looe,Cornwall and Isles of Scilly,England,UK,10m&Under,Squid,Shellfish,0.0046,0.0046,43.2
7,Looe,Cornwall and Isles of Scilly,England,UK,10m&Under,Turbot,Demersal,0.9561,0.8786,11576.98
7,Looe,Cornwall and Isles of Scilly,England,UK,10m&Under,Whelks,Shellfish,0.0037,0.0037,5.44
7,Looe,Cornwall and Isles of Scilly,England,UK,10m&Under,Whiting,Demersal,0.3742,0.3187,283.66
7,Looe,Cornwall and Isles of Scilly,England,UK,10m&Under,Witch,Demersal,0.0082,0.0081,3.29
7,Looe,Cornwall and Isles of Scilly,England,UK,Over10m,Bass,Demersal,0.0095,0.0095,122.82
7,Looe,Cornwall and Isles of Scilly,England,UK,Over10m,Bream,Demersal,0.0401,0.0401,363.18
7,Looe,Cornwall and Isles of Scilly,England,UK,Over10m,Brill,Demersal,0.0776,0.0726,735.83
7,Looe,Cornwall and Isles of Scilly,England,UK,Over10m,Cod,Demersal,0.1148,0.099,437.24
7,Looe,Cornwall and Isles of Scilly,England,UK,Over10m,Crabs,Shellfish,0.2447,0.2447,624.57
7,Looe,Cornwall and Isles of Scilly,England,UK,Over10m,Cuttlefish,Shellfish,0.2074,0.2074,979.68
7,Looe,Cornwall and Isles of Scilly,England,UK,Over10m,Dogfish,Demersal,0.2562,0.2562,57.02
7,Looe,Cornwall and Isles of Scilly,England,UK,Over10m,Gurnard,Demersal,2.0659,2.0659,3947.91
